219,"Mama, kannst du mich bitte abholen? Die Bahn fährt nicht mehr.","Mom, can you please pick me up? The train is no longer running.",[sound:DE1K_abholen_sentence.mp3]
220,"Boah krass, hat er das wirklich gesagt?","Whoa gross, did he really say that?",[sound:DE1K_krass_sentence.mp3]
221,"Wenn ich mich nicht irre, warst du doch der, der die Mülltonnen rausgestellt hat?","If I'm not mistaken, weren't you the one who put out the garbage cans?",[sound:DE1K_irren_sentence.mp3]
222,Er hat mir das falsche Mehl für die Pizza besorgt.,He got me the wrong flour for the pizza.,[sound:DE1K_besorgen_sentence.mp3]
223,Wie hat dein Hund auf den neuen Welpen reagiert?,How did your dog react to the new puppy?,[sound:DE1K_reagieren_sentence.mp3]
224,"Hast du gesehen, wie er das Schwert gegessen hat? Unglaublich!",Did you see how he ate the sword? Unbelievable!,[sound:DE1K_unglaublich_sentence.mp3]
225,An der Ampel müssen wir nach links abbiegen.,At the traffic lights we have to turn left.,[sound:DE1K_links_sentence.mp3]
226,Wie kommt man am besten mit Muttersprachlern ins Gespräch?,How do you best talk to native speakers?,[sound:DE1K_gespräch_sentence.mp3]
227,Glaubst du an Geister?,Do you believe in ghosts?,[sound:DE1K_geist_sentence.mp3]
228,Wie viele Wolken siehst du am Himmel?,How many clouds do you see in the sky?,[sound:DE1K_himmel_sentence.mp3]
229,Wem gehören diese hässlichen Schuhe?,Who do these ugly shoes belong to?,[sound:DE1K_gehören_sentence.mp3]
230,Die Affen haben unsere Kokosnüsse gegessen.,The monkeys ate our coconuts.,[sound:DE1K_affe_sentence.mp3]
231,Der Kunde hat immer recht!,The customer is always right!,[sound:DE1K_kunde_sentence.mp3]
232,"Ich finde keine Fingerabdrücke, der Täter muss Handschuhe angehabt haben.","I can't find any fingerprints, the perpetrator must have been wearing gloves.",[sound:DE1K_täter_sentence.mp3]
233,Muss ich dich zum Friseur zwingen?,Do I have to make you go to the hairdresser?,[sound:DE1K_zwingen_sentence.mp3]
234,Wohin wollen wir dieses Jahr reisen?,Where do we want to travel this year?,[sound:DE1K_wohin_sentence.mp3]
235,"Nein, meine Brezel ist auf dem Boden gelandet!","Oh no, my pretzel fell on the floor!",[sound:DE1K_boden_sentence.mp3]
236,Deine Socken hast du vermutlich unter deinem Bett gelassen.,You probably left your socks under your bed.,[sound:DE1K_vermutlich_sentence.mp3]
237,"Dieses Jahr nehme ich mir vor, nicht mehr zu rauchen.",This year I plan to no longer smoke.,[sound:DE1K_rauchen_sentence.mp3]
238,Zuerst müssen die Kartoffeln geschält werden.,First the potatoes have to be peeled.,[sound:DE1K_zuerst_sentence.mp3]
239,Im Winter wird meine Haut immer ganz trocken.,"In winter, my skin always gets really dry.",[sound:DE1K_haut_sentence.mp3]
240,Habt ihr das Problem schon gelöst?,Have you already solved the problem?,[sound:DE1K_lösen_sentence.mp3]
241,Mir ist gerade eine geniale Idee eingefallen.,I just came up with a brilliant idea.,[sound:DE1K_einfallen_sentence.mp3]
242,Verrätst du mir deinen Namen?,Would you tell me your name?,[sound:DE1K_verraten_sentence.mp3]
243,Mein Vater erzählt immer die allerblödsten Witze.,My father always tells the silliest jokes.,[sound:DE1K_witz_sentence.mp3]
244,Was ist deine Meinung zum Klimawandel?,What is your opinion on climate change?,[sound:DE1K_meinung_sentence.mp3]
245,Was hast du mit der Gurke vor?,What are you going to do with the cucumber?,[sound:DE1K_gurke_sentence.mp3]
246,Sonnenschein sorgt immer für gute Laune.,Sunshine always puts you in a good mood.,[sound:DE1K_sorgen_sentence.mp3]
247,"Ich nehme an, dass du auch einen Kaffee möchtest.",I assume that you also want a coffee.,[sound:DE1K_annehmen_sentence.mp3]
248,"Pack dir die Sonnencreme und komm mit, wir fahren ans Meer.","Pack your sunscreen and come with us, we're going to the sea.",[sound:DE1K_packen_sentence.mp3]
249,Im alten Schrank hat er nur eine Spinne und ganz viel Staub gefunden.,In the old closet he found only a spider and quite a lot of dust.,[sound:DE1K_schrank_sentence.mp3]
250,"Der Lehrer hat keinen blassen Schimmer, wie der Beamer funktioniert.",The teacher has no clue how the projector works.,[sound:DE1K_lehrer_sentence.mp3]
251,"Wir können erst dann zur Insel fahren, wenn sich das Wasser wieder beruhigt.",We can only go to the island when the water calms down again.,[sound:DE1K_beruhigen_sentence.mp3]
252,Der Somme nähert sich dem Ende.,The summer is coming to an end.,[sound:DE1K_nähern_sentence.mp3]
253,Bitte nicht mit der Tür knallen!,Please do not slam the door!,[sound:DE1K_knallen_sentence.mp3]
254,Teilst du dein Popcorn mit mir?,Will you share your popcorn with me?,[sound:DE1K_teilen_sentence.mp3]
255,"Als Tänzer wird er aber nie erfolgreich, er hat ja zwei linke Füße.","But he will never be successful as a dancer, because he has two left feet.",[sound:DE1K_erfolgreich_sentence.mp3]
256,Abends sieht er immer fern.,He always watches TV in the evening.,[sound:DE1K_fernsehen_sentence.mp3]
257,Er hat seine ganzen Follower angelogen.,He lied to all his followers.,[sound:DE1K_anlügen_sentence.mp3]
258,Vampire werden von Sonnenstrahlen getötet.,Vampires are killed by sun rays.,[sound:DE1K_töten_sentence.mp3]
259,"Viel wärmer wird es heute nicht werden, zieh dir am besten noch einen Pulli an.","It won't be much warmer today, it's best to put on a sweater.",[sound:DE1K_anziehen_sentence.mp3]
260,"Seitdem ich neue Sprachen lerne, wird mein Weltbild immer größer.","Ever since I started learning new languages, my worldview has been getting bigger and bigger.",[sound:DE1K_seitdem_sentence.mp3]
261,"Schmeiß die Suppe einfach in die Mikrowelle, wenn sie dir zu kalt ist.",Just throw the soup into the microwave if it is too cold for you.,[sound:DE1K_schmeißen_sentence.mp3]
262,Er beschäftigt sich hauptsächlich mit Steinen.,He deals mainly with stones.,[sound:DE1K_beschäftigen_sentence.mp3]
263,Den Sommer haben wir auf einer bekannten spanischen Insel verbracht.,We spent the summer on a well-known Spanish island.,[sound:DE1K_verbringen_sentence.mp3]
264,"Es ist erst halb fünf, warum bist du schon wach?","It's 4:30, why are you up already?",[sound:DE1K_wach_sentence.mp3]
265,"Ich habe Chinesisch aufgegeben, weil ich die Schriftzeichen zu kompliziert fand.",I gave up Chinese because I found the characters too complicated.,[sound:DE1K_aufgeben_sentence.mp3]
266,"Das war doch nur ein Scherz, natürlich kann ich nicht alle Sprachen der Welt.","That was just a joke, of course I can't learn all the languages ​​in the world.",[sound:DE1K_scherz_sentence.mp3]
267,Deine Freundschaft weiß ich sehr zu schätzen.,I really appreciate your friendship.,[sound:DE1K_freundschaft_sentence.mp3]
268,"Die Milch ist alle, neben der Marmelade stand nur ein leerer Karton.","We ran out of milk, and next to the jam there was only an empty carton.",[sound:DE1K_neben_sentence.mp3]
269,Ich brauche einen guten Anwalt.,I need a good lawyer.,[sound:DE1K_anwalt_sentence.mp3]
270,Die Kinder haben die Grenze überschritten.,The children crossed the border.,[sound:DE1K_grenze_sentence.mp3]
271,"Ich muss immer lächeln, wenn ich die neuen Küken höre.",I always have to smile when I hear the new chicks.,[sound:DE1K_lächeln_sentence.mp3]
272,Bitte nicht auf den Rasen treten!,Please do not step on the lawn!,[sound:DE1K_treten_sentence.mp3]
273,Ich fahre normalerweise mit der Bahn nach Stuttgart.,I usually take the train to Stuttgart.,[sound:DE1K_normalerweise_sentence.mp3]
274,Hast du schon viel Erfahrung mit Kindern?,Do you already have a lot of experience with children?,[sound:DE1K_erfahrung_sentence.mp3]
275,Fünfzig Euro für mein gebrauchtes Auto? Was ist das für ein Angebot?!,Fifty euros for my used car? What kind of offer is that?!,[sound:DE1K_angebot_sentence.mp3]
276,"Können wir jetzt weitermachen, oder braucht ihr eine längere Pause?",Can we continue now or do you need a longer break?,[sound:DE1K_weitermachen_sentence.mp3]
277,Dänisch und Norwegisch bringe ich immer durcheinander.,I always confuse Danish and Norwegian.,[sound:DE1K_durcheinander_sentence.mp3]
278,Wozu brauchst du die ganzen Eier?,What do you need all the eggs for?,[sound:DE1K_wozu_sentence.mp3]
279,Das Krümelmonster mag Kekse mit Schokostückchen.,The crumbly monster likes cookies with chocolate pieces.,[sound:DE1K_keks_sentence.mp3]
280,"Er war kein fröhliches Kind, er hatte immer was zu meckern.","He was not a happy child, he always had something to complain about.",[sound:DE1K_fröhlich_sentence.mp3]
281,Das ist doch nicht wahr!,That's not true!,[sound:DE1K_wahr_sentence.mp3]
282,"Ich kann dir höchstens einen Fünfziger geben, mehr Geld habe ich nicht.","The most I can give you is a fifty, that's all the money I have.",[sound:DE1K_höchstens_sentence.mp3]
283,Die grüne Eule hat mich betrogen - ich kann immer noch kein Spanisch!,The green owl cheated me - I still can't speak Spanish!,[sound:DE1K_betrügen_sentence.mp3]
284,Dein Vater würde so was nie verzeihen!,Your father would never forgive something like that!,[sound:DE1K_verzeihen_sentence.mp3]
285,Hör auf deinen Bauch.,Listen to your gut.,[sound:DE1K_bauch_sentence.mp3]
286,Sie betete für eine bessere Aussprache.,She prayed for a better pronunciation.,[sound:DE1K_beten_sentence.mp3]
287,"Seine Haare sind ausgefallen, weil er Krebs hat.",His hair fell out because he has cancer.,[sound:DE1K_krebs_sentence.mp3]
288,"Ich glaube ich spinne! Wie kann es sein, dass ich dieses Wort schon wieder vergessen habe?",I think I'm going crazy! How can it be that I have forgotten this word again?,[sound:DE1K_spinnen_sentence.mp3]
289,Schmeckt dir der Fisch?,Do you like the fish?,[sound:DE1K_schmecken_sentence.mp3]
290,Zählen Gummibärchen als Obst?,Do gummy bears count as fruit?,[sound:DE1K_zählen_sentence.mp3]
291,"Ich kann mich nicht duschen, im Badezimmer ist eine Spinne an der Wand!","I can't take a shower, there is a spider on the wall in the bathroom!",[sound:DE1K_wand_sentence.mp3]
292,Warum antwortest du nicht auf meine Frage?,Why don't you answer my question?,[sound:DE1K_antworten_sentence.mp3]
293,"Ich glaube, ich habe mich in meinen besten Freund verknallt.",I think I have a crush on my best friend.,[sound:DE1K_verknallen_sentence.mp3]
294,Die Kathedrale in Paris wurde ein Opfer der Flammen.,The cathedral in Paris became a victim of the flames.,[sound:DE1K_opfer_sentence.mp3]
295,Er hat offensichtlich keine Motivation.,He obviously has no motivation.,[sound:DE1K_offensichtlich_sentence.mp3]
296,Fass den Herd nicht an!,Don't touch the stove!,[sound:DE1K_anfassen_sentence.mp3]
297,"Es braucht eine gewisse Hartnäckigkeit, um eine neue Sprache zu lernen.",A certain persistence is needed to learn a new language.,[sound:DE1K_gewiss_sentence.mp3]
298,"Dass Katzen kein Wasser mögen, ist doch selbstverständlich.",It's clearly self-evident that cats don't like water.,[sound:DE1K_selbstverständlich_sentence.mp3]
299,"Es ist nicht unmöglich, eine neue Sprache zu lernen, du bist einfach nur faul.","It is not impossible to learn a new language, you are just lazy.",[sound:DE1K_unmöglich_sentence.mp3]
300,Hier bist du nur in Gefahr!,You are only in danger here!,[sound:DE1K_gefahr_sentence.mp3]
301,Ich liebe diese Berliner mit Himbeermarmelade in der Mitte.,I love this Berliner with raspberry jam in the middle.,[sound:DE1K_mitte_sentence.mp3]
302,"Er verwendet sehr viele Wörter, die ich noch nicht gelernt habe.",He uses a lot of words that I have not yet learned.,[sound:DE1K_verwenden_sentence.mp3]
303,Das geht ihn doch gar nichts an!,That's none of his business!,[sound:DE1K_angehen_sentence.mp3]
304,Er hat sich nicht mal von den Kindern verabschiedet.,He didn't even say goodbye to the children.,[sound:DE1K_verabschieden_sentence.mp3]
305,Was redet er jetzt für einen Unsinn?,What is he talking about now?,[sound:DE1K_unsinn_sentence.mp3]
306,"Ich bin noch nicht bereit, ich kann meine Lieblingssocken nicht finden!","I'm not ready yet, I can't find my favorite socks!",[sound:DE1K_bereit_sentence.mp3]
307,"Ich fürchte, die Socken sind jetzt für immer weg.",I'm afraid that the socks are gone forever.,[sound:DE1K_fürchten_sentence.mp3]
308,Wie geht man am besten damit um?,How do you best deal with it?,[sound:DE1K_umgehen_sentence.mp3]
309,Die Kaffeemaschine hat uns schon immer gute Dienste getan.,The coffee machine has always served us well.,[sound:DE1K_dienst_sentence.mp3]
310,Dieses Jahr verzichte ich auf englischsprachige Medien.,"This year, I'm foregoing English-language media.",[sound:DE1K_verzichten_sentence.mp3]
311,Die Unverständlichkeit kann ich erstaunlich gut vertragen.,I can tolerate the incomprehensibility surprisingly well.,[sound:DE1K_vertragen_sentence.mp3]
312,Ich fühlte mich von seiner Aussage betroffen.,I felt affected by his statement.,[sound:DE1K_betreffen_sentence.mp3]
313,"Wenn du kein Hotel findest, kannst du auch bei mir pennen.","If you can't find a hotel, you can crash at my place.",[sound:DE1K_pennen_sentence.mp3]
314,Liebe Grüße aus Portugal!,Greetings from Portugal!,[sound:DE1K_gruß_sentence.mp3]
315,Die Schokolade wurde mir aus den Händen gerissen.,The chocolate was torn from my hands.,[sound:DE1K_reißen_sentence.mp3]
316,"Ich werde immer müde, wenn ich seine Stimme höre.",I always get sleepy when I hear his voice.,[sound:DE1K_müde_sentence.mp3]
317,Was macht ihre Tochter beruflich?,What does your daughter do professionally?,[sound:DE1K_beruflich_sentence.mp3]
318,Kann der Hund noch von dieser Krankheit geheilt werden?,Can the dog still be cured of this disease?,[sound:DE1K_heilen_sentence.mp3]
319,Wer hat die Glühbirne erfunden?,Who invented the light bulb?,[sound:DE1K_erfinden_sentence.mp3]
320,Mit dem Kommentar hast du mich echt beleidigt.,You really insulted me with the comment.,[sound:DE1K_beleidigen_sentence.mp3]
321,Zur Not habe ich eine Pizza im Tiefkühlfach.,"If necessary, I have a pizza in the freezer.",[sound:DE1K_not_sentence.mp3]
322,"Ich kann nicht mehr weitergehen, ich brauche eine Pause.","I can't go on, I need a break.",[sound:DE1K_weitergehen_sentence.mp3]
323,Was hast du alles in der Kiste gefunden?,What did you find in the box?,[sound:DE1K_kiste_sentence.mp3]
324,Wer von euch hat den Streit ausgelöst?,Which one of you started the fight?,[sound:DE1K_streit_sentence.mp3]
325,Wein wird hauptsächlich aus Trauben hergestellt.,Wine is mainly made from grapes.,[sound:DE1K_traube_sentence.mp3]
326,Das Geschäft hat Dienstags immer zu.,The store is always closed on Tuesdays.,[sound:DE1K_geschäft_sentence.mp3]
327,Erzähl mir doch keine Lügen!,Don't tell me lies!,[sound:DE1K_lüge_sentence.mp3]
328,Was habt ihr am Wochendende unternommen?,What did you do over the weekend?,[sound:DE1K_unternehmen_sentence.mp3]
329,"Ich habe die ganze Zeit gestottert, weil ich so nervös war.",I stuttered the whole time because I was so nervous.,[sound:DE1K_stottern_sentence.mp3]
330,"Er ist immer so gemein, kein Wunder, dass er keine Freunde findet!","He is always so mean, no wonder that he doesn't find friends!",[sound:DE1K_gemein_sentence.mp3]
331,Wir haben weder Tee noch Kaffee.,We don't have tea or coffee.,[sound:DE1K_weder_sentence.mp3]
332,Er hat sein Abitur bestanden,He passed his final exam.,[sound:DE1K_abitur_sentence.mp3]
333,Mit dem Zuckerguss hat er es ein bisschen übertrieben.,He went a little overboard with the frosting.,[sound:DE1K_übertreiben_sentence.mp3]
334,Hast du den Briefkasten schon geleert?,Have you emptied the mailbox yet?,[sound:DE1K_leeren_sentence.mp3]
335,Wen willst du mit den Schuhen beeindrucken?,Who do you want to impress with your shoes?,[sound:DE1K_beeindrucken_sentence.mp3]
336,"Mir ist unfassbar kalt, ich brauche noch eine Decke.","I am incredibly cold, I still need a blanket.",[sound:DE1K_decke_sentence.mp3]
337,Stress kann ein Auslöser für Panikattacken sein.,Stress can be a trigger for panic attacks.,[sound:DE1K_auslöser_sentence.mp3]
338,"Ich muss zugeben, dass ich dieses Wort noch nie gesehen habe.",I have to admit that I have never seen this word.,[sound:DE1K_zugeben_sentence.mp3]
339,Der Sänger ist von der Bühne gestürzt.,The singer fell off the stage.,[sound:DE1K_stürzen_sentence.mp3]
340,Hat sie die Tür abgeschlossen?,Did she lock the door?,[sound:DE1K_abschließen_sentence.mp3]
341,Bestätigen Sie bitte Ihre Telefonnummer.,Please confirm your phone number.,[sound:DE1K_bestätigen_sentence.mp3]
342,"Ich wähle immer die vegetarische Variante, weil sie günstiger ist.",I always choose the vegetarian variant because it is cheaper.,[sound:DE1K_wählen_sentence.mp3]
343,"Du bist so fies, kein Wunder, dass du keine Freunde hast!","You are so nasty, no wonder that you have no friends!",[sound:DE1K_fies_sentence.mp3]
344,Gibst du mir was von deiner Brezel ab?,Could you give me some of your pretzel?,[sound:DE1K_abgeben_sentence.mp3]
345,"Die Gemüsesuppe kannst du bitte aufessen, sie ist doch nicht vergiftet!","You can eat the veggie soup, it is not poisoned!",[sound:DE1K_vergiften_sentence.mp3]
346,Er hat sich ein unerreichbares Ziel gesetzt.,He has set himself an unattainable goal.,[sound:DE1K_ziel_sentence.mp3]
347,"Wenn Partys nichts für dich sind, kannst du mir auch absagen.","If parties aren't for you, you can cancel on me.",[sound:DE1K_absagen_sentence.mp3]
348,Kann ich mir einen Stift von dir leihen?,Can I borrow a pen from you?,[sound:DE1K_leihen_sentence.mp3]
349,Das Auto hat falsch geparkt und behindert jetzt die Polizei.,The car parked wrong and is now obstructing the police.,[sound:DE1K_behindern_sentence.mp3]
350,Der Räuber hat den Angestellten mit einer Pistole bedroht.,The robber threatened the employee with a pistol.,[sound:DE1K_bedrohen_sentence.mp3]
351,Es gibt zu viel Werbung im Internet.,There is too much advertising on the Internet.,[sound:DE1K_werbung_sentence.mp3]
352,"Wer keinen Kaffee trinkt, spart viel Geld.","If you don't drink coffee, you save a lot of money.",[sound:DE1K_sparen_sentence.mp3]
353,Ich sammele meine Pfandflaschen im Schuppen.,I collect my deposit bottles in the shed.,[sound:DE1K_sammeln_sentence.mp3]
354,"Der Koch hat vergessen, unsere Pizza zu schneiden.",The cook forgot to cut our pizza.,[sound:DE1K_schneiden_sentence.mp3]
355,"Der Akku wird nicht geladen, wenn du das Kabel nicht einsteckst.",The battery will not charge if you do not plug in the cable.,[sound:DE1K_laden_sentence.mp3]
356,Hast du die Prüfungsergebnisse schon erhalten?,Have you already received the test results?,[sound:DE1K_erhalten_sentence.mp3]
357,Die Toilette ist am Ende des Gangs.,The bathroom is at the end of the hallway.,[sound:DE1K_gang_sentence.mp3]
358,Was ist denn deine Aufgabe?,What is your job?,[sound:DE1K_aufgabe_sentence.mp3]
359,"Kinder dürfen keine Tabletten nehmen, wenn sie nicht richtig schlucken können.",Children are not allowed to take pills if they cannot swallow properly.,[sound:DE1K_schlucken_sentence.mp3]
360,Was treibt's dich nach Deutschland?,What brings you to Germany?,[sound:DE1K_treiben_sentence.mp3]
361,Einen vernünftigen Job hat er noch nicht.,He doesn't have a decent job yet.,[sound:DE1K_vernünftig_sentence.mp3]
362,"Ich lerne regelmäßig neue Vokabeln, um meinen Wortschatz zu erweitern.",I regularly learn new words to expand my vocabulary.,[sound:DE1K_regelmäßig_sentence.mp3]
363,Das Gehirn ist ein sehr komplexes Organ.,The brain is a very complex organ.,[sound:DE1K_gehirn_sentence.mp3]
364,Der Schauspieler kommt mir bekannt vor.,The actor seems familiar to me.,[sound:DE1K_schauspielen_sentence.mp3]
365,Mein Arbeitgeber verlangt zu viel von mir.,My employer demands too much of me.,[sound:DE1K_verlangen_sentence.mp3]
366,Dieses Wochenende übernachte ich bei meinen Großeltern.,I stayed with my grandparents this weekend .,[sound:DE1K_übernachten_sentence.mp3]
367,Warum isst du am Schreibtisch?,Why do you eat at your desk?,[sound:DE1K_schreibtisch_sentence.mp3]
368,Erzähl mir doch nicht so nen Blödsinn!,Don't give me that nonsense!,[sound:DE1K_blödsinn_sentence.mp3]
369,Was ist das denn bitte für ein Apparat?,What kind of apparatus is that?,[sound:DE1K_apparat_sentence.mp3]
370,Warum hat er mein Konto blockiert?,Why did he block my account?,[sound:DE1K_konto_sentence.mp3]
371,Der Songtext ist ihm nicht in Erinnerung geblieben.,The lyrics of the song did not stick in his memory.,[sound:DE1K_erinnerung_sentence.mp3]
372,Er ist unglücklich mit seiner Situation.,He is unhappy with his situation.,[sound:DE1K_unglücklich_sentence.mp3]
373,Hast du die Glühbirne schon gewechselt?,Have you already changed the light bulb?,[sound:DE1K_wechseln_sentence.mp3]
374,Mir wird übel wenn ich seine Stimme höre.,I feel sick when I hear his voice.,[sound:DE1K_übel_sentence.mp3]
375,Er schämt sich für seinen Akzent.,He is ashamed of his accent.,[sound:DE1K_schämen_sentence.mp3]
376,Das neue Rezept ist mir echt gut geraten!,The new recipe has turned out really well for me!,[sound:DE1K_geraten_sentence.mp3]
377,Deutsche Bahn kommt nie pünktlich.,Deutsche Bahn never comes on time.,[sound:DE1K_pünktlich_sentence.mp3]
378,"Ich vermute mal, dass wir noch ein paar Würstchen brauchen werden.",I guess we will need a few more sausages.,[sound:DE1K_vermuten_sentence.mp3]
379,Er hat keine sinnvollen Ideen.,He has no sensible ideas.,[sound:DE1K_sinnvoll_sentence.mp3]
380,Wo habe ich meinen Flaschenöffner gelassen?,Where did I leave my bottle opener?,[sound:DE1K_wo_sentence.mp3]
381,"Um den Teig zu verdünnen, brauchst du noch einen Schluck Milch.","To thin the dough, you'll need another splash of milk.",[sound:DE1K_schluck_sentence.mp3]
382,Das Schaf gibt uns Wolle.,The sheep gives us wool.,[sound:DE1K_schaf_sentence.mp3]
383,Hast du dir den neuen Film schon angeschaut?,Have you already seen the new film?,[sound:DE1K_anschauen_sentence.mp3]
384,Das ist die Rache der Frauen!,This is the revenge of women!,[sound:DE1K_rache_sentence.mp3]
385,Deine Schuhe machen meinen neuen Teppich dreckig!,Your shoes are getting my new carpet dirty!,[sound:DE1K_dreckig_sentence.mp3]
386,Machst du den Dreck bitte wieder weg?,"Will you clean up the mess, please?",[sound:DE1K_dreck_sentence.mp3]
387,Du bist mir noch 2€ schuldig.,You owe me 2€.,[sound:DE1K_schuldig_sentence.mp3]
388,In meiner Heimat fahren wir auf der anderen Straßenseite.,"In my home country, we drive on the other side of the street.",[sound:DE1K_heimat_sentence.mp3]
389,"Du hast dich in diese Lage gebracht, weil du zu viel Angst hattest.",You got into this situation because you were too scared.,[sound:DE1K_lage_sentence.mp3]
390,Wer hätte das ahnen können?,Who could have guessed that?,[sound:DE1K_ahnen_sentence.mp3]
391,Machst du das mit Absicht?,Are you doing this on purpose?,[sound:DE1K_absicht_sentence.mp3]
392,Der Pelikan ist mein allergrößter Feind.,The pelican is my greatest enemy.,[sound:DE1K_feind_sentence.mp3]
393,"Wenn du möchtest, können wir morgen noch eine Runde quatschen.","If you want, we can chat for another round tomorrow.",[sound:DE1K_quatschen_sentence.mp3]
394,Ist das Gerät schon mit dem Internet verbunden?,Is the device already connected to the Internet?,[sound:DE1K_verbinden_sentence.mp3]
395,Wer ist für die Katzen verantwortlich?,Who is responsible for the cats?,[sound:DE1K_verantwortlich_sentence.mp3]
396,Wir leben in einer Gesellschaft.,We live in a society.,[sound:DE1K_gesellschaft_sentence.mp3]
397,Hat die Fee deinen Wunsch erfüllt?,Did the fairy grant your wish?,[sound:DE1K_erfüllen_sentence.mp3]
398,Ich begleite dich nach Hause.,I'll walk you home.,[sound:DE1K_begleiten_sentence.mp3]
399,Hörst du das Wasser rauschen?,Do you hear the water rushing?,[sound:DE1K_rauschen_sentence.mp3]
400,"Ach nein, mein Lieblingspulli hat ein Loch.","Oh no, my favorite sweater has a hole.",[sound:DE1K_loch_sentence.mp3]
401,Er hat immer noch keinen Führerschein.,He still doesn't have a driver's license.,[sound:DE1K_führerschein_sentence.mp3]
402,Immersion erleichtert mir das Sprachenlernen.,Immersion makes language learning easier for me.,[sound:DE1K_erleichtern_sentence.mp3]
403,"Ich habe keine Zeit für Englisch, ich muss mein Deutsch üben.","I don't have time for English, I have to practice my German.",[sound:DE1K_üben_sentence.mp3]
404,"Sie ist nicht mehr meine Freundin, sie ist jetzt meine Ehefrau","She is no longer my girlfriend, she is now my wife",[sound:DE1K_ehefrau_sentence.mp3]
405,"Das Essen hat mir nicht gefallen, aber ich will mich nicht beschweren.","I didn't like the food, but I don't want to complain.",[sound:DE1K_beschweren_sentence.mp3]
406,Die Suppe muss ich noch rühren.,I still have to stir the soup.,[sound:DE1K_rühren_sentence.mp3]
407,Hast du dich schon an die neue Sprache gewöhnt?,Have you gotten used to the new language yet?,[sound:DE1K_gewöhnen_sentence.mp3]
408,Warum nimmst du nicht mal das Fahrrad anstatt immer mit dem Auto zu fahren,Why don't you bike instead of always driving?,[sound:DE1K_fahrrad_sentence.mp3]
409,Seine Flossen sind unterschiedlich groß.,Its fins are different sizes.,[sound:DE1K_unterschiedlich_sentence.mp3]
410,"Diese Soße ist mir viel zu scharf, ich brauche etwas zum Trinken.","This sauce is too spicy for me, I need something to drink.",[sound:DE1K_scharf_sentence.mp3]
411,Möchtest du etwas von meinem Smoothie probieren?,Would you like to try some of my smoothie?,[sound:DE1K_probieren_sentence.mp3]
412,Ich nutze die Chance und mache heute etwas mehr Immersion als sonst.,I take the chance and today do a little more immersion than usual.,[sound:DE1K_nutzen_sentence.mp3]
413,Hast du noch etwas Geld übrig?,Do you still have any money left?,[sound:DE1K_übrig_sentence.mp3]
414,Der Geschmack vom Wackelpudding ist etwas gewöhnungsbedürftig.,The taste of wobbly pudding takes some getting used to.,[sound:DE1K_geschmack_sentence.mp3]
415,Dann sagen wir den Kollegen eben Bescheid.,Then let's just tell our colleagues.,[sound:DE1K_bescheid_sentence.mp3]
416,"Ich habe morgen einen sehr wichtigen Termin, den ich nicht vergessen darf.",I have a very important appointment tomorrow that I can't forget.,[sound:DE1K_termin_sentence.mp3]
417,"Ich habe den wichtigen Auftrag, die Dokumente zu sortieren.",I have the important job of sorting the documents.,[sound:DE1K_auftrag_sentence.mp3]
418,"Eine gute Aussprache zu haben, ist ihr besonders wichtig.",Having a good pronunciation is particularly important to her.,[sound:DE1K_besonders_sentence.mp3]
419,"Ich bin kein Feigling, guck dir meine Muskeln an!","I'm not a wimp, look at my muscles!",[sound:DE1K_feigling_sentence.mp3]
420,"Ist es möglich, dass wir uns am Freitag treffen können?",Is it possible for us to meet on Friday?,[sound:DE1K_möglich_sentence.mp3]
421,Vorhin habe ich im Park Andreas getroffen.,Earlier I met Andreas in the park.,[sound:DE1K_vorhin_sentence.mp3]
422,"Such dir ruhig was aus, ich hab es nicht eilig.","Take your pick, I'm in no hurry.",[sound:DE1K_ruhig_sentence.mp3]
423,"Meine Mutter möchte, dass ich mir einen anständigeren Job suche.",My mother wants me to look for a better job.,[sound:DE1K_anständig_sentence.mp3]
424,Wir suchen noch eine Lösung für das Problem.,We are still looking for a solution to the problem.,[sound:DE1K_lösung_sentence.mp3]
425,"Niemand wird davon erfahren, wenn du leise das Haus verlässt.",Nobody will notice if you leave the house quietly.,[sound:DE1K_erfahren_sentence.mp3]
426,Luca und Michelle lieben sich so sehr. Niemand kann sie trennen.,Luca and Michelle love each other so much. Nobody can separate them.,[sound:DE1K_trennen_sentence.mp3]
427,Den würde niemand einstellen.,Nobody would hire him.,[sound:DE1K_einstellen_sentence.mp3]
428,Warum bist du denn hierhergezogen wenn dir das Wetter nicht gefällt?,Why did you move here if you don't like the weather?,[sound:DE1K_hierher_sentence.mp3]
429,Christian zieht mit seinem Freund zusammen.,Christian is moving in with his boyfriend.,[sound:DE1K_zusammenziehen_sentence.mp3]
430,"Wenn unsere Eltern zuhause sind, müssen wir flüstern, damit sie uns nicht hören.","When our parents are home, we have to whisper so that they don't hear us.",[sound:DE1K_flüstern_sentence.mp3]
431,Ich kann meinen Eltern nicht die Wahrheit sagen.,I can't tell my parents the truth.,[sound:DE1K_wahrheit_sentence.mp3]
432,So was würden mir meine Eltern nie erlauben.,My parents would never allow me to do that.,[sound:DE1K_erlauben_sentence.mp3]
433,"Ich habe keine Ahnung, wie spät es ist, weil mir meine Uhr kaputtgegangen ist.",I have no idea how late it is because my watch broke.,[sound:DE1K_uhr_sentence.mp3]
